id,canonical_key,title,identifier,primary_url,kind,evidence_level,verification_scope,supported_claim_and_limit,source_record,source_line,recorded_at,record_text
H039,10.1109/icra40945.2020.9197272,Real-time Stereo Visual Servoing for Rose Pruning with Robotic Arm,10.1109/ICRA40945.2020.9197272,https://homepages.inf.ed.ac.uk/rbf/PAPERS/HCICRA20.pdf)**,historical_record,HISTORY,历史报告原条目迁移；具体F/A/S等与范围见record_text，本次不自动升级核查深度,,archive/reports/tea_region_38_questions_novelty_audit_2026-09-05.md::R21,894,2026-09-05,"**R21｜[Real-time Stereo Visual Servoing for Rose Pruning with Robotic Arm](https://homepages.inf.ed.ac.uk/rbf/PAPERS/HCICRA20.pdf)**

ICRA, 2020（会议）。DOI：10.1109/ICRA40945.2020.9197272。证据：F（前轮）。

已知重叠与边界：752×480末端双目与剪枝工具结合，接近细枝时更新剪切位置；已有户外扰动验证。会议工作同样限制创新主张。"
H040,https://arxiv.org/abs/2202.12557)**,Visibility Maximization Controller for Robotic Manipulation,,https://arxiv.org/abs/2202.12557)**,historical_record,HISTORY,历史报告原条目迁移；具体F/A/S等与范围见record_text，本次不自动升级核查深度,,archive/reports/tea_region_38_questions_novelty_audit_2026-09-05.md::R22,900,2026-09-05,"**R22｜[Visibility Maximization Controller for Robotic Manipulation](https://arxiv.org/abs/2202.12557)**

公开作者稿，2022；本轮未核定后续出版状态。证据：A。

已知重叠与边界：处理机器人自身造成的遮挡，并比较可见性与任务效率；主要为eye-to-hand设置，不能视为已完全解决末端相机贴近茶茎的情况。"
H041,10.3390/s18124413,Comparing RGB-D Sensors for Close Range Outdoor Agricultural Phenotyping,10.3390/s18124413,https://www.mdpi.com/1424-8220/18/12/4413)**,historical_record,HISTORY,历史报告原条目迁移；具体F/A/S等与范围见record_text，本次不自动升级核查深度,,archive/reports/tea_region_38_questions_novelty_audit_2026-09-05.md::R23,906,2026-09-05,"**R23｜[Comparing RGB-D Sensors for Close Range Outdoor Agricultural Phenotyping](https://www.mdpi.com/1424-8220/18/12/4413)**

Sensors, 2018。DOI：10.3390/s18124413。证据：S。

已知重叠与边界：户外近距RGB-D测量能力的系统比较已有研究；单纯测相机误差通常是平台基础。"
H042,https://proceedings.mlr.press/v70/guo17a.html)**,On Calibration of Modern Neural Networks,,https://proceedings.mlr.press/v70/guo17a.html)**,historical_record,HISTORY,历史报告原条目迁移；具体F/A/S等与范围见record_text，本次不自动升级核查深度,,archive/reports/tea_region_38_questions_novelty_audit_2026-09-05.md::R24,912,2026-09-05,"**R24｜[On Calibration of Modern Neural Networks](https://proceedings.mlr.press/v70/guo17a.html)**

ICML, 2017（会议）。证据：A。

已知重叠与边界：预测置信度与真实正确率不一致、温度缩放等校准方法已有系统研究；置信度设阈值不是独立创新。"
H043,https://arxiv.org/abs/2303.06766)**,Next-Best-View Selection for Robot Eye-in-Hand Calibration,,https://arxiv.org/abs/2303.06766)**,historical_record,HISTORY,历史报告原条目迁移；具体F/A/S等与范围见record_text，本次不自动升级核查深度,,archive/reports/tea_region_38_questions_novelty_audit_2026-09-05.md::R25,918,2026-09-05,"**R25｜[Next-Best-View Selection for Robot Eye-in-Hand Calibration](https://arxiv.org/abs/2303.06766)**

公开作者稿，2023；本轮未核定后续出版状态。证据：A。

已知重叠与边界：选择信息增益高的机器人姿态以减少标定视角已有方法。简单加入自动标定不能直接立题。"
H044,10.1016/j.compag.2025.110441,Kinetostatic modeling of clamping force in a tendon-driven soft robotic gripper for tea shoot plucking,10.1016/j.compag.2025.110441,https://www.sciencedirect.com/science/article/abs/pii/S0168169925005472)**,historical_record,HISTORY,历史报告原条目迁移；具体F/A/S等与范围见record_text，本次不自动升级核查深度,,archive/reports/tea_region_38_questions_novelty_audit_2026-09-05.md::R26,924,2026-09-05,"**R26｜[Kinetostatic modeling of clamping force in a tendon-driven soft robotic gripper for tea shoot plucking](https://www.sciencedirect.com/science/article/abs/pii/S0168169925005472)**

Computers and Electronics in Agriculture, 2025。DOI：10.1016/j.compag.2025.110441。证据：S（前轮）。

已知重叠与边界：茶芽双指腱驱动软夹爪、受力建模与田间试验已有工作，且分别报告采摘成功和断点位置结果。"
H045,10.3390/agriculture12091361,Biomechanical Characterization of Bionic Mechanical Harvesting of Tea Buds,10.3390/agriculture12091361,https://www.mdpi.com/2077-0472/12/9/1361)**,historical_record,HISTORY,历史报告原条目迁移；具体F/A/S等与范围见record_text，本次不自动升级核查深度,,archive/reports/tea_region_38_questions_novelty_audit_2026-09-05.md::R27,930,2026-09-05,"**R27｜[Biomechanical Characterization of Bionic Mechanical Harvesting of Tea Buds](https://www.mdpi.com/2077-0472/12/9/1361)**

Agriculture, 2022。DOI：10.3390/agriculture12091361。证据：A（前轮）。

已知重叠与边界：茶茎组织、直径和成熟度与夹持/弯曲/拉断行为的关系已有实验，测拉断力本身不足以构成新贡献。"
H046,10.3390/s25237219,Impedance Control Method for Tea-Picking Robotic Dexterous Hand Based on WOA-KAN,10.3390/s25237219,https://www.mdpi.com/1424-8220/25/23/7219)**,historical_record,HISTORY,历史报告原条目迁移；具体F/A/S等与范围见record_text，本次不自动升级核查深度,,archive/reports/tea_region_38_questions_novelty_audit_2026-09-05.md::R28,936,2026-09-05,"**R28｜[Impedance Control Method for Tea-Picking Robotic Dexterous Hand Based on WOA-KAN](https://www.mdpi.com/1424-8220/25/23/7219)**

Sensors, 2025。DOI：10.3390/s25237219。证据：A（前轮）。

已知重叠与边界：包含自适应阻抗、力跟踪以及触觉灵巧手实验，不能将其误标成只有仿真。"
H047,10.1109/lra.2020.2976314,Plucking Motions for Tea Harvesting Robots Using Probabilistic Movement Primitives,10.1109/LRA.2020.2976314,https://ieeexplore.ieee.org/document/9013082/)**,historical_record,HISTORY,历史报告原条目迁移；具体F/A/S等与范围见record_text，本次不自动升级核查深度,,archive/reports/tea_region_38_questions_novelty_audit_2026-09-05.md::R29,942,2026-09-05,"**R29｜[Plucking Motions for Tea Harvesting Robots Using Probabilistic Movement Primitives](https://ieeexplore.ieee.org/document/9013082/)**

IEEE Robotics and Automation Letters, 2020。DOI：10.1109/LRA.2020.2976314。证据：A（前轮）。

已知重叠与边界：学习旋转与拉取的仿人采茶动作已有直接工作；动作参数随芽叶/枝条条件变化的想法也已出现。"
H048,10.3390/s22155483,Learning-Based Slip Detection for Robotic Fruit Grasping and Manipulation under Leaf Interference,10.3390/s22155483,https://www.mdpi.com/1424-8220/22/15/5483)**,historical_record,HISTORY,历史报告原条目迁移；具体F/A/S等与范围见record_text，本次不自动升级核查深度,,archive/reports/tea_region_38_questions_novelty_audit_2026-09-05.md::R30,948,2026-09-05,"**R30｜[Learning-Based Slip Detection for Robotic Fruit Grasping and Manipulation under Leaf Interference](https://www.mdpi.com/1424-8220/22/15/5483)**

Sensors, 2022。DOI：10.3390/s22155483。证据：A。

已知重叠与边界：水果夹持时叶片干扰与滑移识别已有研究；需核对感知信号和具体控制策略，不能把LSTM滑移识别作为首创。"
H049,https://arxiv.org/html/2601.02085v3)**,Vision-Based Early Fault Diagnosis and Self-Recovery for Strawberry Harvesting Robots,,https://arxiv.org/html/2601.02085v3)**,historical_record,HISTORY,历史报告原条目迁移；具体F/A/S等与范围见record_text，本次不自动升级核查深度,,archive/reports/tea_region_38_questions_novelty_audit_2026-09-05.md::R31,954,2026-09-05,"**R31｜[Vision-Based Early Fault Diagnosis and Self-Recovery for Strawberry Harvesting Robots](https://arxiv.org/html/2601.02085v3)**

公开作者稿，2026；本轮未核定后续出版状态。证据：F。

已知重叠与边界：利用末端微型相机诊断空抓/误抓及滑移，并进行调整、提前终止和重试，视觉故障恢复已有很近的农业案例。"
H050,https://arxiv.org/html/2503.10334v1)**,Enhanced View Planning for Robotic Harvesting: Tackling Occlusions with Imitation Learning,,https://arxiv.org/html/2503.10334v1)**,historical_record,HISTORY,历史报告原条目迁移；具体F/A/S等与范围见record_text，本次不自动升级核查深度,,archive/reports/tea_region_38_questions_novelty_audit_2026-09-05.md::R32,960,2026-09-05,"**R32｜[Enhanced View Planning for Robotic Harvesting: Tackling Occlusions with Imitation Learning](https://arxiv.org/html/2503.10334v1)**

公开作者稿，2025；本轮未核定后续出版状态。证据：F。

已知重叠与边界：通过示范学习选择观察视角以处理作物遮挡；换成模仿学习不自动降低重复风险。"
H051,10.1016/j.biosystemseng.2015.12.001,Design of an eye-in-hand sensing and servo control framework for harvesting robotics in dense vegetation,10.1016/j.biosystemseng.2015.12.001,https://research.wur.nl/en/publications/design-of-an-eye-in-hand-sensing-and-servo-control-framework-for-/)**,historical_record,HISTORY,历史报告原条目迁移；具体F/A/S等与范围见record_text，本次不自动升级核查深度,,archive/reports/tea_region_38_questions_novelty_audit_2026-09-05.md::R33,966,2026-09-05,"**R33｜[Design of an eye-in-hand sensing and servo control framework for harvesting robotics in dense vegetation](https://research.wur.nl/en/publications/design-of-an-eye-in-hand-sensing-and-servo-control-framework-for-/)**

Biosystems Engineering, 2016。DOI：10.1016/j.biosystemseng.2015.12.001。证据：A（前轮）。

已知重叠与边界：末端视觉、反馈动作和多视角观察的整体框架已存在；该文的人工植被实验与真实茶园验证边界不同。"
H052,https://patents.google.com/patent/CN116138036B/zh)**,一种用于名优茶嫩芽采摘的二次定位方法,,https://patents.google.com/patent/CN116138036B/zh)**,historical_record,HISTORY,历史报告原条目迁移；具体F/A/S等与范围见record_text，本次不自动升级核查深度,,archive/reports/tea_region_38_questions_novelty_audit_2026-09-05.md::R34,972,2026-09-05,"**R34｜[一种用于名优茶嫩芽采摘的二次定位方法](https://patents.google.com/patent/CN116138036B/zh)**

专利族：CN116138036A（2023公开）/B（2024授权公告）。证据：F（前轮）。

已知重叠与边界：固定相机初定位与末端相机二次定位已有技术公开，亦涉及误差检查。专利用于科研技术重复筛查，不替代同行评议性能证据。"
H053,10.1007/s11227-026-08829-3,An environment-adaptive multi-modal perception edge-AI for real-time robotic fruit harvesting,10.1007/s11227-026-08829-3,https://link.springer.com/article/10.1007/s11227-026-08829-3)**,historical_record,HISTORY,历史报告原条目迁移；具体F/A/S等与范围见record_text，本次不自动升级核查深度,,archive/reports/tea_region_38_questions_novelty_audit_2026-09-05.md::R35,978,2026-09-05,"**R35｜[An environment-adaptive multi-modal perception edge-AI for real-time robotic fruit harvesting](https://link.springer.com/article/10.1007/s11227-026-08829-3)**

The Journal of Supercomputing, 2026；2026-09-03发表。DOI：10.1007/s11227-026-08829-3。证据：A。

已知重叠与边界：摘要明确按搜索/抓取等任务紧迫性调整时间预算，采用分级回退和时间仲裁保持输出新鲜度，并报告Jetson Orin Nano部署。本轮未取得全文；阶段感知的算力/时延调度已有极近工作。"
H054,10.1016/j.robot.2020.103591,Planning the sequence of tasks for harvesting robots,10.1016/j.robot.2020.103591,https://cris.bgu.ac.il/en/publications/planning-the-sequence-of-tasks-for-harvesting-robots-2/)**,historical_record,HISTORY,历史报告原条目迁移；具体F/A/S等与范围见record_text，本次不自动升级核查深度,,archive/reports/tea_region_38_questions_novelty_audit_2026-09-05.md::R36,984,2026-09-05,"**R36｜[Planning the sequence of tasks for harvesting robots](https://cris.bgu.ac.il/en/publications/planning-the-sequence-of-tasks-for-harvesting-robots-2/)**

Robotics and Autonomous Systems, 2020。DOI：10.1016/j.robot.2020.103591。证据：A。

已知重叠与边界：将在线感知操作纳入采摘任务顺序规划，并在甜椒实验室与温室条件验证；边观察边安排采摘并非空白。"
H055,10.3389/fpls.2024.1460060/full,Barrier-free tomato fruit selection and location based on optimized semantic segmentation and obstacle perception algorithm,10.3389/fpls.2024.1460060/full,https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2024.1460060/full)**,historical_record,HISTORY,历史报告原条目迁移；具体F/A/S等与范围见record_text，本次不自动升级核查深度,,archive/reports/tea_region_38_questions_novelty_audit_2026-09-05.md::R37,990,2026-09-05,"**R37｜[Barrier-free tomato fruit selection and location based on optimized semantic segmentation and obstacle perception algorithm](https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2024.1460060/full)**

Frontiers in Plant Science, 2024。DOI：10.3389/fpls.2024.1460060。证据：A。

已知重叠与边界：通过障碍感知选择和定位适合采摘的番茄，不能把先采容易/无障碍目标视为全新策略。"
H056,10.3390/s26123944,"Optimising Fruit Harvesting Paths: A Mapless, Occlusion-Aware Picking Framework",10.3390/s26123944,https://www.mdpi.com/1424-8220/26/12/3944)**,historical_record,HISTORY,历史报告原条目迁移；具体F/A/S等与范围见record_text，本次不自动升级核查深度,,archive/reports/tea_region_38_questions_novelty_audit_2026-09-05.md::R38,996,2026-09-05,"**R38｜[Optimising Fruit Harvesting Paths: A Mapless, Occlusion-Aware Picking Framework](https://www.mdpi.com/1424-8220/26/12/3944)**

Sensors, 2026。DOI：10.3390/s26123944。证据：S。

已知重叠与边界：无预建地图的遮挡感知与下一观察方向预测已有研究；本轮核到摘要及公开作者稿线索，摘要证据为仿真，未据此声称真实茶园区域采净验证。"
H057,10.1109/icra40945.2020.9197272,Real-time Stereo Visual Servoing for Rose Pruning with Robotic Arm,10.1109/ICRA40945.2020.9197272,https://www.pure.ed.ac.uk/ws/files/137078009/Real_time_Stereo_Visual_CUEVAS_VELASQUEZ_DOA22012020_AFV.pdf,historical_record,HISTORY,历史报告原条目迁移；具体F/A/S等与范围见record_text，本次不自动升级核查深度,,archive/reports/tea_target_memory_novelty_audit_2026-09-05.md::R01,145,2026-09-05,"**R01 — Real-time Stereo Visual Servoing for Rose Pruning with Robotic Arm**

ICRA 2020（会议）。DOI：10.1109/ICRA40945.2020.9197272。证据：F：作者机构全文，核查扫描、坐标融合与伺服方法。

核实内容：末端 752×480 双目；预设小范围扫描，点云转换至机器人基座坐标并融合，接近目标时实时更新。 重复含义：“低分辨率末端双目—初扫建图—接近并更新”与本方案流程非常接近。 边界：这是局部扫描；不能描述为完整茶园地图，也没有验证茶芽叶数分级。 [原始来源](https://www.pure.ed.ac.uk/ws/files/137078009/Real_time_Stereo_Visual_CUEVAS_VELASQUEZ_DOA22012020_AFV.pdf)"
H058,10.1016/j.compag.2020.105946,Computer vision-based high-quality tea automatic plucking robot using Delta parallel manipulator,10.1016/j.compag.2020.105946,https://www.sciencedirect.com/science/article/abs/pii/S0168169920331513,historical_record,HISTORY,历史报告原条目迁移；具体F/A/S等与范围见record_text，本次不自动升级核查深度,,archive/reports/tea_target_memory_novelty_audit_2026-09-05.md::R02,152,2026-09-05,"**R02 — Computer vision-based high-quality tea automatic plucking robot using Delta parallel manipulator**

Computers and Electronics in Agriculture，2021。DOI：10.1016/j.compag.2020.105946。证据：S：出版方索引摘要，全文受限。

核实内容：全局和局部相机分别用于茶梢识别与采摘点定位。 重复含义：茶叶全局识别、局部精定位的层次结构已有先例。 边界：不据此推断其实现单相机持久地图或不确定性管理。 [原始来源](https://www.sciencedirect.com/science/article/abs/pii/S0168169920331513)"
H059,10.3389/fpls.2026.1739203,TeaNeRF: an integrated 3D visual perception pipeline for tea bud harvesting,10.3389/fpls.2026.1739203,https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2026.1739203/full,historical_record,HISTORY,历史报告原条目迁移；具体F/A/S等与范围见record_text，本次不自动升级核查深度,,archive/reports/tea_target_memory_novelty_audit_2026-09-05.md::R03,159,2026-09-05,"**R03 — TeaNeRF: an integrated 3D visual perception pipeline for tea bud harvesting**

Frontiers in Plant Science，2026。DOI：10.3389/fpls.2026.1739203。证据：F：出版方全文，核查摘要与方法范围。

核实内容：识别、分割、深度先验与三维重建相结合，输出茶芽位置、计数及候选采摘点。 重复含义：“茶芽多视角三维地图及候选点”本身不能作为空白。 边界：论文明确定位于感知输出，不能当成完整动态采摘闭环证据；并非本硬件上的实时能力证明。 [原始来源](https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2026.1739203/full)"
H060,10.1109/iros55552.2023.10342067,Panoptic Mapping with Fruit Completion and Pose Estimation for Horticultural Robots,10.1109/IROS55552.2023.10342067,https://arxiv.org/html/2303.08923v2,historical_record,HISTORY,历史报告原条目迁移；具体F/A/S等与范围见record_text，本次不自动升级核查深度,,archive/reports/tea_target_memory_novelty_audit_2026-09-05.md::R04,166,2026-09-05,"**R04 — Panoptic Mapping with Fruit Completion and Pose Estimation for Horticultural Robots**

IROS 2023（会议）。DOI：10.1109/IROS55552.2023.10342067。证据：F：作者全文；会议身份由官方代码仓库确认。

核实内容：为不同实例建立子图；果实与背景采用不同分辨率，跨帧关联实例；连续未观测的果实子图被冻结并用于形状补全。 重复含义：多精度地图、保留不可见对象和实例身份都有明显近邻。 边界：前景/背景分辨率不等于远处目标的定位不确定性；形状补全不等于实际看见遮住的第二片茶叶。 [原始来源](https://arxiv.org/html/2303.08923v2)"
H061,10.1016/j.compag.2024.109199,Multiple orange detection and tracking with 3-D fruit relocalization and neural-net based yield regression in commercial sweet orange orchards,10.1016/j.compag.2024.109199,https://www.sciencedirect.com/science/article/abs/pii/S0168169924005908,historical_record,HISTORY,历史报告原条目迁移；具体F/A/S等与范围见record_text，本次不自动升级核查深度,,archive/reports/tea_target_memory_novelty_audit_2026-09-05.md::R05,173,2026-09-05,"**R05 — Multiple orange detection and tracking with 3-D fruit relocalization and neural-net based yield regression in commercial sweet orange orchards**

Computers and Electronics in Agriculture，2024。DOI：10.1016/j.compag.2024.109199。证据：S：出版方索引摘要，全文受限。

核实内容：以三维位置估计处理被遮挡后重新出现果实的重定位。 重复含义：“遮挡后凭三维位置找回同一目标”不是新概念。 边界：面向跟踪和产量估计；未据摘要确认其包含机械接管及采摘扰动控制。 [原始来源](https://www.sciencedirect.com/science/article/abs/pii/S0168169924005908)"
H062,https://www.ipb.uni-bonn.de/wp-content/papercite-data/pdf/lobefaro2025ral.pdf,Spatio-Temporal Consistent Semantic Mapping for Robotics Fruit Growth Monitoring,,https://www.ipb.uni-bonn.de/wp-content/papercite-data/pdf/lobefaro2025ral.pdf,historical_record,HISTORY,历史报告原条目迁移；具体F/A/S等与范围见record_text，本次不自动升级核查深度,,archive/reports/tea_target_memory_novelty_audit_2026-09-05.md::R06,180,2026-09-05,"**R06 — Spatio-Temporal Consistent Semantic Mapping for Robotics Fruit Growth Monitoring**

IEEE Robotics and Automation Letters，2025。证据：F：作者机构接受稿，核查摘要和流程段落。

核实内容：使用消费级 RGB-D 构建具有实例身份的三维地图，并将后续生长阶段观测与既有地图关联。 重复含义：保存地图和身份、后续观测关联更新，均已有直接研究。 边界：长期生长监测与一次采摘内的瞬时枝条运动不同；不意味着能精确得知未观测目标当前的位置。 [原始来源](https://www.ipb.uni-bonn.de/wp-content/papercite-data/pdf/lobefaro2025ral.pdf)"
H063,10.1109/lra.2025.3600147,To Harvest or Not to Harvest: Mapping and Decision-Making for a Selective Table Grape Harvesting Robot,10.1109/LRA.2025.3600147,https://research.tue.nl/en/publications/to-harvest-or-not-to-harvest-mapping-and-decision-making-for-a-se/,historical_record,HISTORY,历史报告原条目迁移；具体F/A/S等与范围见record_text，本次不自动升级核查深度,,archive/reports/tea_target_memory_novelty_audit_2026-09-05.md::R07,187,2026-09-05,"**R07 — To Harvest or Not to Harvest: Mapping and Decision-Making for a Selective Table Grape Harvesting Robot**

IEEE Robotics and Automation Letters，2025。DOI：10.1109/LRA.2025.3600147。证据：A：作者机构正式摘要；链接全文受限。

核实内容：多视角建图和跟踪改善葡萄位置与品质信息，再利用可达性图优化采摘品质和执行时间，考虑遮挡性的低品质果串。 重复含义：多视角品质地图、候选管理及遮挡相关采摘顺序的组合也已有强近邻。 边界：仅据摘要判断架构重叠，不推断其地图刷新规则、控制细节或试验结果。 [原始来源](https://research.tue.nl/en/publications/to-harvest-or-not-to-harvest-mapping-and-decision-making-for-a-se/)"
H064,10.3389/fpls.2026.1786144,Tea bud pose estimation and grading detection network based on improved YOLOv7,10.3389/fpls.2026.1786144,https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2026.1786144/full,historical_record,HISTORY,历史报告原条目迁移；具体F/A/S等与范围见record_text，本次不自动升级核查深度,,archive/reports/tea_target_memory_novelty_audit_2026-09-05.md::R08,194,2026-09-05,"**R08 — Tea bud pose estimation and grading detection network based on improved YOLOv7**

Frontiers in Plant Science，2026。DOI：10.3389/fpls.2026.1786144。证据：F：出版方全文，核查 2.2 节标注规则。

核实内容：一芽一叶和一芽二叶分级结合姿态关键点；标注时遮挡超过 60% 的茶叶未标注。 重复含义：茶芽分级加关键点已有先例，但不能用这些结果替代多视角完整性验证。 边界：该标注边界不能用来证明严重遮挡下真实叶数已被可靠识别。 [原始来源](https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2026.1786144/full)"
H065,10.1371/journal.pone.0247243,Registration of spatio-temporal point clouds of plants for phenotyping,10.1371/journal.pone.0247243,https://pmc.ncbi.nlm.nih.gov/articles/PMC7906482/,historical_record,HISTORY,历史报告原条目迁移；具体F/A/S等与范围见record_text，本次不自动升级核查深度,,archive/reports/tea_target_memory_novelty_audit_2026-09-05.md::R09,201,2026-09-05,"**R09 — Registration of spatio-temporal point clouds of plants for phenotyping**

PLOS ONE，2021。DOI：10.1371/journal.pone.0247243。证据：F：原始论文全文存档，核查摘要和方法概述。

核实内容：用植株骨架及语义关联不同时刻点云，估计形变和生长。 重复含义：“引入枝条拓扑并更新形变”不宜笼统声称首次。 边界：事后观测配准不等于在不可见期间预测瞬时运动，也不直接等于采摘后地图失效管理。 [原始来源](https://pmc.ncbi.nlm.nih.gov/articles/PMC7906482/)"
H066,10.48550/arxiv.2602.04722,How to rewrite the stars: Mapping your orchard over time through constellations of fruits,10.48550/arXiv.2602.04722,https://arxiv.org/html/2602.04722v1,historical_record,HISTORY,历史报告原条目迁移；具体F/A/S等与范围见record_text，本次不自动升级核查深度,,archive/reports/tea_target_memory_novelty_audit_2026-09-05.md::R10,208,2026-09-05,"**R10 — How to rewrite the stars: Mapping your orchard over time through constellations of fruits**

作者预印本，2026；本次未核实正式期刊发表。DOI：10.48550/arXiv.2602.04722。证据：F：作者预印本全文，核查三维匹配方法。

核实内容：以稀疏果实中心点组合建立描述子和身份地图，跨视频重识别，并用于相机/机器人定位；通过组合冗余处理部分点缺失。 重复含义：只存稀疏目标坐标及邻域几何以便回来找目标，也已有方法研究。 边界：不是茶芽采摘验证；不能直接移植其噪声尺度或泛化结论。 [原始来源](https://arxiv.org/html/2602.04722v1)"
H067,10.1109/tro.2004.829456,Keeping Features in the Field of View in Eye-In-Hand Visual Servoing: A Switching Approach,10.1109/TRO.2004.829456,https://ieeexplore.ieee.org/document/1339391/,historical_record,HISTORY,历史报告原条目迁移；具体F/A/S等与范围见record_text，本次不自动升级核查深度,,archive/reports/tea_target_memory_novelty_audit_2026-09-05.md::R11,215,2026-09-05,"**R11 — Keeping Features in the Field of View in Eye-In-Hand Visual Servoing: A Switching Approach**

IEEE Transactions on Robotics，2004。DOI：10.1109/TRO.2004.829456。证据：S：出版方索引摘要；作者机构书目核实。

核实内容：通过切换控制策略保持特征处于相机视野。 重复含义：视野约束与视觉控制切换本身是成熟主题。 边界：与未观测茶芽地图的可靠重新获取不同；不能因有视野约束就认定本研究全部已被覆盖。 [原始来源](https://ieeexplore.ieee.org/document/1339391/)

R04 的会议身份另由[作者官方代码仓库](https://github.com/PRBonn/HortiMapping)核实。R11 的作者书目见[香港大学作者主页](https://web.ece.hku.hk/~chesi/z_v.htm)。本报告没有依据非原始论文综述中的二手实验数值作结论。"
H068,10.3390/agronomy15030582,"Tang et al. *A Lightweight Tea Bud-Grading Detection Model for Embedded Applications*. Agronomy, 2025, 15(3), 582. DOI: 10.3390/agronomy15030582。出版商",10.3390/agronomy15030582,https://www.mdpi.com/2073-4395/15/3/582,historical_record,HISTORY,历史报告原条目迁移；具体F/A/S等与范围见record_text，本次不自动升级核查深度,,archive/reports/tea_vision_novelty_audit_2026-09-05.md::J01,39,2026-09-05,"| J01 | Tang et al. *A Lightweight Tea Bud-Grading Detection Model for Embedded Applications*. Agronomy, 2025, 15(3), 582. DOI: 10.3390/agronomy15030582。[出版商](https://www.mdpi.com/2073-4395/15/3/582) | S，发表信息已核验 | “茶芽分级＋轻量化＋嵌入式应用”已有明确同题研究。本次未取得足够正文支持具体开发板部署配置，不能把标题当作完整硬件验证。 |"
H069,10.3389/fpls.2026.1786144,"Yao et al. *Tea bud pose estimation and grading detection network based on improved YOLOv7*. Frontiers in Plant Science, 2026. DOI: 10.3389/fpls.2026.1786144。全文",10.3389/fpls.2026.1786144,https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2026.1786144/full,historical_record,HISTORY,历史报告原条目迁移；具体F/A/S等与范围见record_text，本次不自动升级核查深度,,archive/reports/tea_vision_novelty_audit_2026-09-05.md::J02,40,2026-09-05,"| J02 | Yao et al. *Tea bud pose estimation and grading detection network based on improved YOLOv7*. Frontiers in Plant Science, 2026. DOI: 10.3389/fpls.2026.1786144。[全文](https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2026.1786144/full) | F | YOLO-PC 同时估计姿态与分级，针对一芽一叶、一芽两叶标注芽顶、叶尖、叶基及采摘点。正文说明重度遮挡样本有标注排除规则。因此“加入结构关键点”不能独立宣称新颖；对不可充分观察的芽叶如何主动补证仍须另行比较。 |"
H070,10.3389/fpls.2026.1814763,"Hong et al. *An end-to-end detection and classification model for tea leaf grading in complex orchard environments*. Frontiers in Plant Science, 2026. DOI: 10.3389/fpls.2026.1814763。全文",10.3389/fpls.2026.1814763,https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2026.1814763/full,historical_record,HISTORY,历史报告原条目迁移；具体F/A/S等与范围见record_text，本次不自动升级核查深度,,archive/reports/tea_vision_novelty_audit_2026-09-05.md::J03,41,2026-09-05,"| J03 | Hong et al. *An end-to-end detection and classification model for tea leaf grading in complex orchard environments*. Frontiers in Plant Science, 2026. DOI: 10.3389/fpls.2026.1814763。[全文](https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2026.1814763/full) | F | Tea-DETR 检测自然茶园中的单叶等级，数据采集包含俯视、斜视与正视。其 T1—T4 是单叶发育与嫩度视觉类别，不是本项目的一芽几叶类别；多视角采集训练数据不等于在线选择下一视点。 |"
H071,10.1002/rob.22559,"He et al. *Localization of Tea Shoots for Robotic Plucking Using Binocular Stereo Vision*. Journal of Field Robotics, 2025. DOI: 10.1002/rob.22559。原始摘要",10.1002/rob.22559,https://onlinelibrary.wiley.com/doi/full/10.1002/rob.22559,historical_record,HISTORY,历史报告原条目迁移；具体F/A/S等与范围见record_text，本次不自动升级核查深度,,archive/reports/tea_vision_novelty_audit_2026-09-05.md::J04,42,2026-09-05,"| J04 | He et al. *Localization of Tea Shoots for Robotic Plucking Using Binocular Stereo Vision*. Journal of Field Robotics, 2025. DOI: 10.1002/rob.22559。[原始摘要](https://onlinelibrary.wiley.com/doi/full/10.1002/rob.22559) | A | 已结合双眼实例分割、实例配对、选择性立体匹配、三角测量与采摘点模板。单纯“双目＋分割＋三维定位”重合明显；其定位实验不能直接代表用户的 720p 相机精度。 |"
